Unnamed: 0,length,condition,lat,lon,intersection,model_type,id,road,name,chainage,traffic,heavy_truck,heavy_truck_normalized,truck_generation_frequency,sink_selection_probability
0,4.0,,23.7060278,90.443333,,sourcesink,10000,N1,,0.004,21537.0,660.0,0.5423171733771569,3.0,0.1530714504012111
1,1800.0,,23.70238323,90.45109704,0,link,10001,N1,,1.804,19357.0,402.0,0.33032046014790467,,
2,11.3,A,23.69873866,90.45886108,,bridge,10002,N1,,1.8153,19357.0,402.0,0.33032046014790467,,
3,3125.0,,23.69670125,90.473318,0,link,10003,N1,,4.940300000000001,16657.0,85.0,0.06984387838948233,,
4,6.6,A,23.69466384,90.48777492,,bridge,10004,N1,,4.9469,16657.0,85.0,0.06984387838948233,,
5,3838.0,,23.70037357,90.50465101,0,link,10005,N1,,8.7849,24589.0,153.0,0.1257189811010682,,
6,4.0,,23.7060833,90.5215271,N2,intersection,10006,N1,,8.7889,24589.0,153.0,0.1257189811010682,,
7,213.0,,23.7055716,90.52237062,0,link,10007,N1,,9.0019,24589.0,153.0,0.1257189811010682,,
8,394.23,A,23.70505989,90.52321415,,bridge,10008,N1,,9.396130000000001,24589.0,153.0,0.1257189811010682,,
9,1567.0,,23.70072999,90.52915656,0,link,10009,N1,,10.963130000000001,24589.0,153.0,0.1257189811010682,,
10,8.0,B,23.69640009,90.53509898,,bridge,10010,N1,,10.97113,24589.0,153.0,0.1257189811010682,,
11,337.0,,23.69539535,90.53633653,0,link,10011,N1,,11.30813,24589.0,153.0,0.1257189811010682,,
12,6.3,A,23.69439061,90.53757408,,bridge,10012,N1,,11.31443,24589.0,153.0,0.1257189811010682,,
13,17.0,,23.6943465,90.53764072,0,link,10013,N1,,11.331430000000001,24589.0,153.0,0.1257189811010682,,
14,6.3,A,23.69430239,90.53770737,,bridge,10014,N1,,11.337729999999999,24589.0,153.0,0.1257189811010682,,
15,399.0,,23.69333127,90.53931288,0,link,10015,N1,,11.73673,24589.0,153.0,0.1257189811010682,,
16,8.3,A,23.69236015,90.54091839,,bridge,10016,N1,,11.74503,24589.0,153.0,0.1257189811010682,,
17,512.0,,23.69163604,90.54319044,0,link,10017,N1,,12.25703,23879.0,174.0,0.142974527526705,,
18,10.6,B,23.69091193,90.5454625,,bridge,10018,N1,,12.26763,23879.0,174.0,0.142974527526705,,
19,128.0,,23.69066412,90.54602275,0,link,10019,N1,,12.39563,23879.0,174.0,0.142974527526705,,
20,4.0,,23.6904163,90.546583,N105,intersection,10020,N1,,12.39963,23879.0,174.0,0.142974527526705,,
21,303.0,,23.68941431,90.54757076,0,link,10021,N1,,12.702630000000001,23879.0,174.0,0.142974527526705,,
22,9.3,A,23.68841233,90.54855853,,bridge,10022,N1,,12.71193,23879.0,174.0,0.142974527526705,,
23,14.0,,23.68836603,90.54860417,0,link,10023,N1,,12.72593,23879.0,174.0,0.142974527526705,,
24,6.1,A,23.68831973,90.54864981,,bridge,10024,N1,,12.73203,23879.0,174.0,0.142974527526705,,
25,407.0,,23.68695138,90.54992889,0,link,10025,N1,,13.13903,23879.0,174.0,0.142974527526705,,
26,27.5,A,23.68558303,90.55120798,,bridge,10026,N1,,13.16653,23879.0,174.0,0.142974527526705,,
27,28.0,,23.6854725,90.55128358,0,link,10027,N1,,13.19453,23879.0,174.0,0.142974527526705,,
28,27.5,A,23.68536198,90.55135918,,bridge,10028,N1,,13.22203,23879.0,174.0,0.142974527526705,,
29,886.0,,23.68158274,90.55358931,0,link,10029,N1,,14.108030000000001,23879.0,174.0,0.142974527526705,,
30,11.9,A,23.6778035,90.55581943,,bridge,10030,N1,,14.11993,23879.0,174.0,0.142974527526705,,
31,1891.0,,23.67055628,90.55983821,0,link,10031,N1,,16.010930000000002,23879.0,174.0,0.142974527526705,,
32,5.55,B,23.66330907,90.56385699,,bridge,10032,N1,,16.016479999999998,23879.0,174.0,0.142974527526705,,
33,1669.0,,23.65886739,90.57029361,0,link,10033,N1,,17.68548,23879.0,174.0,0.142974527526705,,
34,159.52,C,23.65442571,90.57673023,,bridge,10034,N1,,17.845,23879.0,174.0,0.142974527526705,,
35,88.0,,23.65419898,90.57707032,0,link,10035,N1,,17.933,23879.0,174.0,0.142974527526705,,
36,20.45,A,23.65397226,90.57741042,,bridge,10036,N1,,17.95345,23879.0,174.0,0.142974527526705,,
37,0.0,,23.65397226,90.57741042,0,link,10037,N1,,17.95345,23879.0,174.0,0.142974527526705,,
38,20.5,A,23.65397226,90.57741042,,bridge,10038,N1,,17.973950000000002,23879.0,174.0,0.142974527526705,,
39,500.0,,23.65277141,90.57945241,0,link,10039,N1,,18.473950000000002,23879.0,174.0,0.142974527526705,,
40,20.0,B,23.65157057,90.58149439,,bridge,10040,N1,,18.49395,23879.0,174.0,0.142974527526705,,
41,371.0,,23.65066248,90.5830217,0,link,10041,N1,,18.86495,23879.0,174.0,0.142974527526705,,
42,25.5,A,23.6497544,90.58454901,,bridge,10042,N1,,18.89045,23879.0,174.0,0.142974527526705,,
43,0.0,,23.6497544,90.58454901,0,link,10043,N1,,18.89045,23879.0,174.0,0.142974527526705,,
44,25.5,B,23.6497544,90.58454901,,bridge,10044,N1,,18.915950000000002,23879.0,174.0,0.142974527526705,,
45,649.0,,23.6478615,90.58688049,0,link,10045,N1,,19.56495,23879.0,174.0,0.142974527526705,,
46,40.5,C,23.64596859,90.58921198,,bridge,10046,N1,,19.60545,23879.0,174.0,0.142974527526705,,
47,0.0,,23.64596859,90.58921198,0,link,10047,N1,,19.60545,23879.0,174.0,0.142974527526705,,
48,40.33,B,23.64596859,90.58921198,,bridge,10048,N1,,19.64578,23879.0,174.0,0.142974527526705,,
49,1018.0,,23.64196148,90.59143969,0,link,10049,N1,,20.66378,14551.0,244.0,0.20049301561216104,,
50,6.0,A,23.63795437,90.5936674,,bridge,10050,N1,,20.66978,14551.0,244.0,0.20049301561216104,,
51,637.0,,23.6358798,90.59553074,0,link,10051,N1,,21.30678,14551.0,244.0,0.20049301561216104,,
52,10.4,B,23.63380522,90.59739409,,bridge,10052,N1,,21.31718,14551.0,244.0,0.20049301561216104,,
53,787.0,,23.63113604,90.59984783,0,link,10053,N1,,22.10418,14551.0,244.0,0.20049301561216104,,
54,89.75,A,23.62846685,90.60230157,,bridge,10054,N1,,22.19393,14551.0,244.0,0.20049301561216104,,
55,0.0,,23.62846685,90.60230157,0,link,10055,N1,,22.19393,14551.0,244.0,0.20049301561216104,,
56,86.92,A,23.62846685,90.60230157,,bridge,10056,N1,,22.280849999999997,14551.0,244.0,0.20049301561216104,,
57,1144.0,,23.62417504,90.60532723,0,link,10057,N1,,23.42485,14551.0,244.0,0.20049301561216104,,
58,5.5,B,23.61988322,90.60835289,,bridge,10058,N1,,23.430349999999997,14551.0,244.0,0.20049301561216104,,
59,268.0,,23.61876201,90.60895175,0,link,10059,N1,,23.698349999999998,14822.0,355.0,0.29170090386195563,,
60,224.82,B,23.6176408,90.60955061,,bridge,10060,N1,,23.923170000000002,14822.0,355.0,0.29170090386195563,,
61,0.0,,23.6176408,90.60955061,0,link,10061,N1,,23.923170000000002,14822.0,355.0,0.29170090386195563,,
62,224.8,A,23.6176408,90.60955061,,bridge,10062,N1,,24.14797,14822.0,355.0,0.29170090386195563,,
63,485.0,,23.61561409,90.61022678,0,link,10063,N1,,24.63297,14822.0,355.0,0.29170090386195563,,
64,119.32,A,23.61358738,90.61090296,,bridge,10064,N1,,24.752290000000002,14822.0,355.0,0.29170090386195563,,
65,0.0,,23.61358738,90.61090296,0,link,10065,N1,,24.752290000000002,14822.0,355.0,0.29170090386195563,,
66,119.48,A,23.61358738,90.61090296,,bridge,10066,N1,,24.87177,14822.0,355.0,0.29170090386195563,,
67,1312.0,,23.60817349,90.61321733,0,link,10067,N1,,26.18377,14822.0,355.0,0.29170090386195563,,
68,924.85,A,23.60275959,90.6155317,,bridge,10068,N1,,27.10862,14822.0,355.0,0.29170090386195563,,
69,1722.0,,23.59787074,90.62175082,0,link,10069,N1,,28.83062,14822.0,355.0,0.29170090386195563,,
70,5.6,A,23.59298188,90.62796994,,bridge,10070,N1,,28.83622,14822.0,355.0,0.29170090386195563,,
71,337.0,,23.59189537,90.6291034,0,link,10071,N1,,29.17322,14822.0,355.0,0.29170090386195563,,
72,5.5,A,23.59080885,90.63023686,,bridge,10072,N1,,29.178720000000002,14822.0,355.0,0.29170090386195563,,
73,668.0,,23.58856349,90.63237314,0,link,10073,N1,,29.84672,14822.0,355.0,0.29170090386195563,,
74,5.6,A,23.58631812,90.63450942,,bridge,10074,N1,,29.85232,14822.0,355.0,0.29170090386195563,,
75,1195.0,,23.58214907,90.63821436,0,link,10075,N1,,31.04732,14551.0,244.0,0.20049301561216104,,
76,172.1,A,23.57798002,90.64191931,,bridge,10076,N1,,31.219420000000003,14551.0,244.0,0.20049301561216104,,
77,0.0,,23.57798002,90.64191931,0,link,10077,N1,,31.219420000000003,14551.0,244.0,0.20049301561216104,,
78,173.25,A,23.57798002,90.64191931,,bridge,10078,N1,,31.392670000000003,14551.0,244.0,0.20049301561216104,,
79,823.0,,23.57480533,90.64366762,0,link,10079,N1,,32.21567,14551.0,244.0,0.20049301561216104,,
80,29.85,A,23.57163063,90.64541592,,bridge,10080,N1,,32.24552,14551.0,244.0,0.20049301561216104,,
81,0.0,,23.57163063,90.64541592,0,link,10081,N1,,32.24552,14551.0,244.0,0.20049301561216104,,
82,29.77,A,23.57163063,90.64541592,,bridge,10082,N1,,32.27529,14551.0,244.0,0.20049301561216104,,
83,704.0,,23.56881701,90.64701982,0,link,10083,N1,,32.97929,14551.0,244.0,0.20049301561216104,,
84,34.7,A,23.5660034,90.64862372,,bridge,10084,N1,,33.01399,14551.0,244.0,0.20049301561216104,,
85,1066.0,,23.56259721,90.65218565,0,link,10085,N1,,34.079989999999995,14551.0,244.0,0.20049301561216104,,
86,27.4,A,23.55919103,90.65574757,,bridge,10086,N1,,34.10739,14551.0,244.0,0.20049301561216104,,
87,564.0,,23.55744966,90.6577445,0,link,10087,N1,,34.67139,14551.0,244.0,0.20049301561216104,,
88,29.85,A,23.55570829,90.65974142,,bridge,10088,N1,,34.70124,14551.0,244.0,0.20049301561216104,,
89,0.0,,23.55570829,90.65974142,0,link,10089,N1,,34.70124,14551.0,244.0,0.20049301561216104,,
90,29.83,A,23.55570829,90.65974142,,bridge,10090,N1,,34.73107,14551.0,244.0,0.20049301561216104,,
91,649.0,,23.55372524,90.66204765,0,link,10091,N1,,35.380069999999996,14551.0,244.0,0.20049301561216104,,
92,29.87,A,23.55174219,90.66435388,,bridge,10092,N1,,35.40994,14551.0,244.0,0.20049301561216104,,
93,0.0,,23.55174219,90.66435388,0,link,10093,N1,,35.40994,14551.0,244.0,0.20049301561216104,,
94,29.9,A,23.55174219,90.66435388,,bridge,10094,N1,,35.439840000000004,14551.0,244.0,0.20049301561216104,,
95,656.0,,23.54973997,90.66670464,0,link,10095,N1,,36.09584,14551.0,244.0,0.20049301561216104,,
96,9.1,A,23.54773774,90.66905541,,bridge,10096,N1,,36.10494,14551.0,244.0,0.20049301561216104,,
97,19.0,,23.54768119,90.66912374,0,link,10097,N1,,36.123940000000005,14551.0,244.0,0.20049301561216104,,
98,5.2,A,23.54762464,90.66919207,,bridge,10098,N1,,36.12914,14551.0,244.0,0.20049301561216104,,
99,795.0,,23.54515504,90.67201064,0,link,10099,N1,,36.92414,14551.0,244.0,0.20049301561216104,,
100,72.49,A,23.54268543,90.67482921,,bridge,10100,N1,,36.996629999999996,14551.0,244.0,0.20049301561216104,,
101,0.0,,23.54268543,90.67482921,0,link,10101,N1,,36.996629999999996,14551.0,244.0,0.20049301561216104,,
102,59.83,A,23.54268543,90.67482921,,bridge,10102,N1,,37.05646,14551.0,244.0,0.20049301561216104,,
103,520.0,,23.54103822,90.6766435,0,link,10103,N1,,37.57646,14551.0,244.0,0.20049301561216104,,
104,5.1,C,23.53939102,90.67845779,,bridge,10104,N1,,37.581559999999996,14551.0,244.0,0.20049301561216104,,
105,1070.0,,23.5360831,90.68216395,0,link,10105,N1,,38.651559999999996,11583.0,359.0,0.294987674609696,,
106,9.5,A,23.53277519,90.68587011,,bridge,10106,N1,,38.66106,11583.0,359.0,0.294987674609696,,
107,227.0,,23.53208743,90.68665952,0,link,10107,N1,,38.888059999999996,11583.0,359.0,0.294987674609696,,
108,25.45,A,23.53139966,90.68744893,,bridge,10108,N1,,38.91351,11583.0,359.0,0.294987674609696,,
109,0.0,,23.53139966,90.68744893,0,link,10109,N1,,38.91351,11583.0,359.0,0.294987674609696,,
110,25.45,A,23.53139966,90.68744893,,bridge,10110,N1,,38.93896,11583.0,359.0,0.294987674609696,,
111,299.0,,23.53077581,90.68862205,0,link,10111,N1,,39.23796,11583.0,359.0,0.294987674609696,,
112,8.4,A,23.53015196,90.68979518,,bridge,10112,N1,,39.24636,11583.0,359.0,0.294987674609696,,
113,1303.0,,23.53026822,90.69611773,0,link,10113,N1,,40.54936,11583.0,359.0,0.294987674609696,,
114,1408.8,A,23.53038447,90.70244027,,bridge,10114,N1,,41.95816000000001,11583.0,359.0,0.294987674609696,,
115,2294.0,,23.53140154,90.7133605,0,link,10115,N1,,44.25216,11583.0,359.0,0.294987674609696,,
116,23.1,C,23.5324186,90.72428072,,bridge,10116,N1,,44.27526,11583.0,359.0,0.294987674609696,,
117,556.0,,23.53208869,90.72672937,0,link,10117,N1,,44.83126,11583.0,359.0,0.294987674609696,,
118,6.0,B,23.53175878,90.72917801,,bridge,10118,N1,,44.83726,11583.0,359.0,0.294987674609696,,
119,3076.0,,23.53078192,90.74371563,0,link,10119,N1,,47.91326,11681.0,348.0,0.28594905505341,,
120,16.5,C,23.52980506,90.75825325,,bridge,10120,N1,,47.92976,11681.0,348.0,0.28594905505341,,
121,2228.0,,23.53028529,90.76916649,0,link,10121,N1,,50.15776,11681.0,348.0,0.28594905505341,,
122,3.9,C,23.53076553,90.78007973,,bridge,10122,N1,,50.16166,11681.0,348.0,0.28594905505341,,
123,1707.0,,23.53081693,90.78594362,0,link,10123,N1,,51.868660000000006,11681.0,348.0,0.28594905505341,,
124,6.5,C,23.53086834,90.79180752,,bridge,10124,N1,,51.87516,11681.0,348.0,0.28594905505341,,
125,1513.0,,23.53134591,90.80141152,0,link,10125,N1,,53.388160000000006,11681.0,348.0,0.28594905505341,,
126,15.9,A,23.53182348,90.81101551,,bridge,10126,N1,,53.40406,11681.0,348.0,0.28594905505341,,
127,2174.0,,23.5323989,90.82099649,0,link,10127,N1,,55.57806,11583.0,359.0,0.294987674609696,,
128,12.2,A,23.53297433,90.83097748,,bridge,10128,N1,,55.59026,11583.0,359.0,0.294987674609696,,
129,1755.0,,23.5279455,90.83759804,0,link,10129,N1,,57.34526,11583.0,359.0,0.294987674609696,,
130,4.5,C,23.52291667,90.84421861,,bridge,10130,N1,,57.34976,11583.0,359.0,0.294987674609696,,
131,3693.0,,23.51650221,90.85996951,0,link,10131,N1,,61.04276,11583.0,359.0,0.294987674609696,,
132,28.9,C,23.51008776,90.8757204,,bridge,10132,N1,,61.07166,11583.0,359.0,0.294987674609696,,
133,2832.0,,23.5080451,90.88894747,0,link,10133,N1,,63.90366,11583.0,359.0,0.294987674609696,,
134,5.9,B,23.50600243,90.90217454,,bridge,10134,N1,,63.90956,11583.0,359.0,0.294987674609696,,
135,1992.0,,23.50580779,90.91182028,0,link,10135,N1,,65.90156,11583.0,359.0,0.294987674609696,,
136,3.0,B,23.50561314,90.92146602,,bridge,10136,N1,,65.90456,11583.0,359.0,0.294987674609696,,
137,2268.0,,23.50401046,90.93235396,0,link,10137,N1,,68.17256,11583.0,359.0,0.294987674609696,,
138,6.0,B,23.50240778,90.94324189,,bridge,10138,N1,,68.17856,11583.0,359.0,0.294987674609696,,
139,440.0,,23.50188149,90.94531315,0,link,10139,N1,,68.61856,11583.0,359.0,0.294987674609696,,
140,3.0,A,23.50135519,90.94738441,,bridge,10140,N1,,68.62156,11583.0,359.0,0.294987674609696,,
141,2640.0,,23.49862575,90.95948083,0,link,10141,N1,,71.26156,14213.0,336.0,0.27608874281018897,,
142,4.6,B,23.49589631,90.97157725,,bridge,10142,N1,,71.26616,14213.0,336.0,0.27608874281018897,,
143,1862.0,,23.49458456,90.98014865,0,link,10143,N1,,73.12816000000001,14213.0,336.0,0.27608874281018897,,
144,4.5,A,23.49327281,90.98872004,,bridge,10144,N1,,73.13266,14213.0,336.0,0.27608874281018897,,
145,3116.0,,23.4900767,91.00314337,0,link,10145,N1,,76.24866,14213.0,336.0,0.27608874281018897,,
146,23.1,C,23.48688059,91.01756669,,bridge,10146,N1,,76.27176,14213.0,336.0,0.27608874281018897,,
147,3123.0,,23.48433396,91.03195079,0,link,10147,N1,,79.39475999999999,14213.0,336.0,0.27608874281018897,,
148,4.6,B,23.48178732,91.04633489,,bridge,10148,N1,,79.39936,14213.0,336.0,0.27608874281018897,,
149,1033.0,,23.48176858,91.05134493,0,link,10149,N1,,80.43236,14213.0,336.0,0.27608874281018897,,
150,4.6,B,23.48174983,91.05635497,,bridge,10150,N1,,80.43696000000001,14213.0,336.0,0.27608874281018897,,
151,1169.0,,23.48118146,91.06188237,0,link,10151,N1,,81.60596000000001,14213.0,336.0,0.27608874281018897,,
152,1.5,A,23.48061309,91.06740977,,bridge,10152,N1,,81.60746,14213.0,336.0,0.27608874281018897,,
153,1901.0,,23.47914269,91.0760752,0,link,10153,N1,,83.50846,14213.0,336.0,0.27608874281018897,,
154,1.0,C,23.47767229,91.08474064,,bridge,10154,N1,,83.50946,14213.0,336.0,0.27608874281018897,,
155,2567.0,,23.4778941,91.09588692,0,link,10155,N1,,86.07646000000001,14213.0,336.0,0.27608874281018897,,
156,3.0,B,23.4781159,91.10703321,,bridge,10156,N1,,86.07946000000001,14213.0,336.0,0.27608874281018897,,
157,897.0,,23.47854375,91.1125996,0,link,10157,N1,,86.97646,14213.0,336.0,0.27608874281018897,,
158,4.0,,23.4789716,91.118166,N102,intersection,10158,N1,,86.98046000000001,14213.0,336.0,0.27608874281018897,,
159,591.0,,23.47918999,91.12102904,0,link,10159,N1,,87.57146,11956.0,321.0,0.2637633525061627,,
160,1.4,A,23.47940839,91.12389208,,bridge,10160,N1,,87.57286,11956.0,321.0,0.2637633525061627,,
161,552.0,,23.47947666,91.12646961,0,link,10161,N1,,88.12486,11956.0,321.0,0.2637633525061627,,
162,2.9,A,23.47954492,91.12904714,,bridge,10162,N1,,88.12776,11956.0,321.0,0.2637633525061627,,
163,4724.0,,23.46158944,91.13920698,0,link,10163,N1,,92.85176,11956.0,321.0,0.2637633525061627,,
164,23.4,A,23.44363396,91.14936682,,bridge,10164,N1,,92.87516000000001,11956.0,321.0,0.2637633525061627,,
165,3379.0,,23.43244137,91.15863058,0,link,10165,N1,,96.25416,11956.0,321.0,0.2637633525061627,,
166,35.97,C,23.42124877,91.16789434,,bridge,10166,N1,,96.29013,11956.0,321.0,0.2637633525061627,,
167,2508.0,,23.4165906,91.18089866,0,link,10167,N1,,98.79813,11956.0,321.0,0.2637633525061627,,
168,27.35,C,23.41193242,91.19390298,,bridge,10168,N1,,98.82548,11956.0,321.0,0.2637633525061627,,
169,3657.0,,23.40479212,91.20866256,0,link,10169,N1,,102.48248,11956.0,321.0,0.2637633525061627,,
170,27.9,A,23.39765182,91.22342213,,bridge,10170,N1,,102.51038,11956.0,321.0,0.2637633525061627,,
171,3681.0,,23.3845083,91.23421984,0,link,10171,N1,,106.19138000000001,11956.0,321.0,0.2637633525061627,,
172,30.48,A,23.37136478,91.24501754,,bridge,10172,N1,,106.22186,11956.0,321.0,0.2637633525061627,,
173,2518.0,,23.36176423,91.25115431,0,link,10173,N1,,108.73986000000001,11956.0,321.0,0.2637633525061627,,
174,22.8,C,23.35216368,91.25729107,,bridge,10174,N1,,108.76266,11956.0,321.0,0.2637633525061627,,
175,1297.0,,23.34741757,91.26088836,0,link,10175,N1,,110.05966000000001,11956.0,321.0,0.2637633525061627,,
176,14.3,A,23.34267147,91.26448564,,bridge,10176,N1,,110.07396,11956.0,321.0,0.2637633525061627,,
177,1766.0,,23.33640885,91.26968246,0,link,10177,N1,,111.83996,11956.0,321.0,0.2637633525061627,,
178,24.0,A,23.33014623,91.27487928,,bridge,10178,N1,,111.86396,11956.0,321.0,0.2637633525061627,,
179,1606.0,,23.32410796,91.27898301,0,link,10179,N1,,113.46996,11956.0,321.0,0.2637633525061627,,
180,9.2,A,23.31806969,91.28308673,,bridge,10180,N1,,113.47916000000001,11956.0,321.0,0.2637633525061627,,
181,1164.0,,23.31321548,91.28483272,0,link,10181,N1,,114.64316000000001,11956.0,321.0,0.2637633525061627,,
182,19.2,B,23.30836127,91.2865787,,bridge,10182,N1,,114.66236,11956.0,321.0,0.2637633525061627,,
183,608.0,,23.30589596,91.28777787,0,link,10183,N1,,115.27036,11956.0,321.0,0.2637633525061627,,
184,2.6,B,23.30343065,91.28897704,,bridge,10184,N1,,115.27296000000001,11956.0,321.0,0.2637633525061627,,
185,654.0,,23.30069909,91.28999559,0,link,10185,N1,,115.92696000000001,11956.0,321.0,0.2637633525061627,,
186,3.2,A,23.29796753,91.29101414,,bridge,10186,N1,,115.93016,11956.0,321.0,0.2637633525061627,,
187,958.0,,23.29383708,91.2919863,0,link,10187,N1,,116.88816,11956.0,321.0,0.2637633525061627,,
188,13.4,A,23.28970664,91.29295847,,bridge,10188,N1,,116.90156,11956.0,321.0,0.2637633525061627,,
189,960.0,,23.28595078,91.29481199,0,link,10189,N1,,117.86156,11956.0,321.0,0.2637633525061627,,
190,4.6,B,23.28219493,91.29666551,,bridge,10190,N1,,117.86616000000001,11956.0,321.0,0.2637633525061627,,
191,1248.0,,23.27760694,91.29981585,0,link,10191,N1,,119.11416,11956.0,321.0,0.2637633525061627,,
192,6.3,B,23.27301895,91.30296619,,bridge,10192,N1,,119.12046000000001,11956.0,321.0,0.2637633525061627,,
193,1335.0,,23.26742752,91.30499396,0,link,10193,N1,,120.45546,9026.0,398.0,0.32703368940016436,,
194,3.0,B,23.26183609,91.30702174,,bridge,10194,N1,,120.45846,9026.0,398.0,0.32703368940016436,,
195,274.0,,23.26062637,91.30719142,0,link,10195,N1,,120.73246,9026.0,398.0,0.32703368940016436,,
196,3.0,B,23.25941665,91.3073611,,bridge,10196,N1,,120.73546,9026.0,398.0,0.32703368940016436,,
197,199.0,,23.25852981,91.30748837,0,link,10197,N1,,120.93446,9026.0,398.0,0.32703368940016436,,
198,3.6,B,23.25764298,91.30761565,,bridge,10198,N1,,120.93806,9026.0,398.0,0.32703368940016436,,
199,549.0,,23.25519466,91.30800414,0,link,10199,N1,,121.48706,9026.0,398.0,0.32703368940016436,,
200,4.5,B,23.25274634,91.30839264,,bridge,10200,N1,,121.49155999999999,9026.0,398.0,0.32703368940016436,,
201,1013.0,,23.24856893,91.30989793,0,link,10201,N1,,122.50456,9026.0,398.0,0.32703368940016436,,
202,2.5,B,23.24439151,91.31140323,,bridge,10202,N1,,122.50706,9026.0,398.0,0.32703368940016436,,
203,182.0,,23.24364779,91.31168859,0,link,10203,N1,,122.68906,9026.0,398.0,0.32703368940016436,,
204,19.2,B,23.24290406,91.31197395,,bridge,10204,N1,,122.70826,9026.0,398.0,0.32703368940016436,,
205,358.0,,23.24134805,91.31227402,0,link,10205,N1,,123.06626,9026.0,398.0,0.32703368940016436,,
206,2.6,A,23.23979203,91.31257409,,bridge,10206,N1,,123.06886,9026.0,398.0,0.32703368940016436,,
207,422.0,,23.23793399,91.31278214,0,link,10207,N1,,123.49086,9026.0,398.0,0.32703368940016436,,
208,2.5,A,23.23607595,91.3129902,,bridge,10208,N1,,123.49336,9026.0,398.0,0.32703368940016436,,
209,807.0,,23.23249777,91.31320613,0,link,10209,N1,,124.30036,9026.0,398.0,0.32703368940016436,,
210,3.1,B,23.22891959,91.31342207,,bridge,10210,N1,,124.30346,9026.0,398.0,0.32703368940016436,,
211,334.0,,23.22741902,91.31349589,0,link,10211,N1,,124.63746,9026.0,398.0,0.32703368940016436,,
212,2.6,B,23.22591845,91.31356972,,bridge,10212,N1,,124.64005999999999,9026.0,398.0,0.32703368940016436,,
213,438.0,,23.22397617,91.31363516,0,link,10213,N1,,125.07806,9026.0,398.0,0.32703368940016436,,
214,6.0,A,23.2220339,91.31370059,,bridge,10214,N1,,125.08406,9026.0,398.0,0.32703368940016436,,
215,1006.0,,23.21761473,91.31452517,0,link,10215,N1,,126.09006,9026.0,398.0,0.32703368940016436,,
216,14.3,B,23.21319557,91.31534974,,bridge,10216,N1,,126.10436,9026.0,398.0,0.32703368940016436,,
217,933.0,,23.2091171,91.31583323,0,link,10217,N1,,127.03736,9026.0,398.0,0.32703368940016436,,
218,6.1,A,23.20503863,91.31631673,,bridge,10218,N1,,127.04346000000001,9026.0,398.0,0.32703368940016436,,
219,1036.0,,23.20061371,91.31699362,0,link,10219,N1,,128.07946,9026.0,398.0,0.32703368940016436,,
220,6.1,A,23.1961888,91.31767051,,bridge,10220,N1,,128.08556,9026.0,398.0,0.32703368940016436,,
221,1078.0,,23.19181191,91.31928782,0,link,10221,N1,,129.16356,9026.0,398.0,0.32703368940016436,,
222,6.1,C,23.18743503,91.32090513,,bridge,10222,N1,,129.16966,9026.0,398.0,0.32703368940016436,,
223,665.0,,23.18461542,91.32089194,0,link,10223,N1,,129.83466,9026.0,398.0,0.32703368940016436,,
224,9.5,B,23.18179581,91.32087875,,bridge,10224,N1,,129.84416000000002,9026.0,398.0,0.32703368940016436,,
225,1064.0,,23.17721152,91.32072811,0,link,10225,N1,,130.90816,9026.0,398.0,0.32703368940016436,,
226,3.1,B,23.17262723,91.32057746,,bridge,10226,N1,,130.91126,9026.0,398.0,0.32703368940016436,,
227,1038.0,,23.16807055,91.32108321,0,link,10227,N1,,131.94926,9026.0,398.0,0.32703368940016436,,
228,9.5,A,23.16351387,91.32158895,,bridge,10228,N1,,131.95876,9026.0,398.0,0.32703368940016436,,
229,1225.0,,23.15812518,91.32295341,0,link,10229,N1,,133.18376,9026.0,398.0,0.32703368940016436,,
230,6.3,B,23.15273649,91.32431788,,bridge,10230,N1,,133.19006,9026.0,398.0,0.32703368940016436,,
231,1094.0,,23.14820163,91.32549296,0,link,10231,N1,,134.28406,9026.0,398.0,0.32703368940016436,,
232,3.5,B,23.14366677,91.32666805,,bridge,10232,N1,,134.28755999999998,9026.0,398.0,0.32703368940016436,,
233,524.0,,23.14132804,91.32651329,0,link,10233,N1,,134.81156,9026.0,398.0,0.32703368940016436,,
234,6.1,B,23.13898932,91.32635853,,bridge,10234,N1,,134.81766,9026.0,398.0,0.32703368940016436,,
235,664.0,,23.13612664,91.32695248,0,link,10235,N1,,135.48166,9026.0,398.0,0.32703368940016436,,
236,3.0,B,23.13326397,91.32754642,,bridge,10236,N1,,135.48466,9026.0,398.0,0.32703368940016436,,
237,957.0,,23.12925016,91.32896639,0,link,10237,N1,,136.44166,9026.0,398.0,0.32703368940016436,,
238,6.5,A,23.12523636,91.33038637,,bridge,10238,N1,,136.44816,9026.0,398.0,0.32703368940016436,,
239,665.0,,23.12246687,91.33160144,0,link,10239,N1,,137.11316,9026.0,398.0,0.32703368940016436,,
240,4.5,B,23.11969738,91.33281651,,bridge,10240,N1,,137.11766,9026.0,398.0,0.32703368940016436,,
241,502.0,,23.11776127,91.3339555,0,link,10241,N1,,137.61966,9026.0,398.0,0.32703368940016436,,
242,5.3,B,23.11582516,91.33509449,,bridge,10242,N1,,137.62496,9026.0,398.0,0.32703368940016436,,
243,1076.0,,23.1116268,91.33757201,0,link,10243,N1,,138.70095999999998,9026.0,398.0,0.32703368940016436,,
244,6.1,A,23.10742845,91.34004954,,bridge,10244,N1,,138.70705999999998,9026.0,398.0,0.32703368940016436,,
