Unnamed: 0,length,condition,lat,lon,intersection,model_type,id,road,name,chainage,traffic,heavy_truck,heavy_truck_normalized,truck_generation_frequency,sink_selection_probability,geometry,index_right,Population density (people per sq. km.),quantile,length_norm,quantile_norm,length_pop,pop_norm,length_popden
578,38.5,A,22.06375672,92.10710611,,bridge,10578,N1,,304.2557,12623.0,42.0,0.0345110928512736,,,POINT (92.10710611 22.06375672),1704.0,1537.0,4.0,0.003868180448106099,0.5,0.25193409022405305,0.018993809857509928,0.011430995152808014
579,330.0,,22.06232143,92.10741974,0,link,10579,N1,,304.58570000000003,12623.0,42.0,0.0345110928512736,,,POINT (92.10741974 22.06232143),1704.0,1537.0,4.0,0.033155832412337986,0.5,0.266577916206169,0.018993809857509928,0.02607482113492396
580,2.5,A,22.06088615,92.10773337,,bridge,10580,N1,,304.58820000000003,12623.0,42.0,0.0345110928512736,,,POINT (92.10773337 22.06088615),1704.0,1537.0,4.0,0.00025118054857831807,0.5,0.25012559027428916,0.018993809857509928,0.009622495203044123
581,510.0,,22.05869563,92.10840941,0,link,10581,N1,,305.0982,12623.0,42.0,0.0345110928512736,,,POINT (92.10840941 22.05869563),1704.0,1537.0,4.0,0.05124083190997689,0.5,0.27562041595498843,0.018993809857509928,0.03511732088374341
582,8.2,A,22.05650512,92.10908546,,bridge,10582,N1,,305.1064,12623.0,42.0,0.0345110928512736,,,POINT (92.10908546 22.05650512),1704.0,1537.0,4.0,0.0008238721993368833,0.5,0.25041193609966844,0.018993809857509928,0.009908841028423406
583,512.0,,22.05421738,92.10907342,0,link,10583,N1,,305.6184,12623.0,42.0,0.0345110928512736,,,POINT (92.10907342 22.05421738),1704.0,1537.0,4.0,0.05144177634883955,0.5,0.27572088817441975,0.018993809857509928,0.03521779310317474
584,12.6,A,22.05192964,92.10906139,,bridge,10584,N1,,305.631,12623.0,42.0,0.0345110928512736,,,POINT (92.10906139 22.05192964),1704.0,1537.0,4.0,0.0012659499648347231,0.5,0.2506329749824174,0.018993809857509928,0.010129879911172326
585,387.0,,22.05015048,92.10862762,0,link,10585,N1,,306.018,12623.0,42.0,0.0345110928512736,,,POINT (92.10862762 22.05015048),1704.0,1537.0,4.0,0.03888274891992364,0.5,0.2694413744599618,0.018993809857509928,0.028938279388716785
586,6.0,A,22.04837132,92.10819385,,bridge,10586,N1,,306.024,12623.0,42.0,0.0345110928512736,,,POINT (92.10819385 22.04837132),1704.0,1537.0,4.0,0.0006028333165879634,0.5,0.250301416658294,0.018993809857509928,0.009798321587048946
587,535.0,,22.04623379,92.1076284,0,link,10587,N1,,306.559,12623.0,42.0,0.0345110928512736,,,POINT (92.1076284 22.04623379),70.0,2167.0,5.0,0.05375263739576007,0.6666666666666666,0.36020965203121336,0.028191427236626956,0.040972032316193514
588,13.64,A,22.04409626,92.10706295,,bridge,10588,N1,,306.57264000000004,12623.0,42.0,0.0345110928512736,,,POINT (92.10706295 22.04409626),70.0,2167.0,5.0,0.0013704410730433036,0.6666666666666666,0.33401855386985496,0.028191427236626956,0.01478093415483513
589,836.0,,22.04084305,92.10552603,0,link,10589,N1,,307.40864,12623.0,42.0,0.0345110928512736,,,POINT (92.10552603 22.04084305),70.0,2167.0,5.0,0.08399477544458957,0.6666666666666666,0.3753307210556281,0.028191427236626956,0.05609310134060826
590,2.5,A,22.03758985,92.10398911,,bridge,10590,N1,,307.41114,12623.0,42.0,0.0345110928512736,,,POINT (92.10398911 22.03758985),70.0,2167.0,5.0,0.00025118054857831807,0.6666666666666666,0.33345892360762247,0.028191427236626956,0.014221303892602637
591,652.0,,22.03472737,92.10405689,0,link,10591,N1,,308.06314000000003,12623.0,42.0,0.0345110928512736,,,POINT (92.10405689 22.03472737),70.0,2167.0,5.0,0.06550788706922536,0.6666666666666666,0.366087276867946,0.028191427236626956,0.04684965715292616
592,2.5,A,22.03186488,92.10412467,,bridge,10592,N1,,308.06564000000003,12623.0,42.0,0.0345110928512736,,,POINT (92.10412467 22.03186488),70.0,2167.0,5.0,0.00025118054857831807,0.6666666666666666,0.33345892360762247,0.028191427236626956,0.014221303892602637
593,377.0,,22.03028312,92.103777,0,link,10593,N1,,308.44264000000004,12623.0,42.0,0.0345110928512736,,,POINT (92.103777 22.03028312),70.0,2167.0,5.0,0.037878026725610366,0.6666666666666666,0.3522723466961385,0.028191427236626956,0.03303472698111866
594,68.8,A,22.02870136,92.10342933,,bridge,10594,N1,,308.51144,12623.0,42.0,0.0345110928512736,,,POINT (92.10342933 22.02870136),70.0,2167.0,5.0,0.006912488696875314,0.6666666666666666,0.336789577681771,0.028191427236626956,0.017551957966751134
595,322.0,,22.02735296,92.10306304,0,link,10595,N1,,308.83344,12623.0,42.0,0.0345110928512736,,,POINT (92.10306304 22.02735296),70.0,2167.0,5.0,0.03235205465688737,0.6666666666666666,0.349509360661777,0.028191427236626956,0.030271740946757164
596,2.0,A,22.02600455,92.10269674,,bridge,10596,N1,,308.83544,12623.0,42.0,0.0345110928512736,,,POINT (92.10269674 22.02600455),70.0,2167.0,5.0,0.0002009444388626545,0.6666666666666666,0.33343380555276464,0.028191427236626956,0.014196185837744806
597,650.0,,22.02325129,92.10206226,0,link,10597,N1,,309.48544,12623.0,42.0,0.0345110928512736,,,POINT (92.10206226 22.02325129),70.0,2167.0,5.0,0.0653069426303627,0.6666666666666666,0.3659868046485147,0.028191427236626956,0.04674918493349483
598,10.0,A,22.02049803,92.10142777,,bridge,10598,N1,,309.49544000000003,12623.0,42.0,0.0345110928512736,,,POINT (92.10142777 22.02049803),70.0,2167.0,5.0,0.0010047221943132723,0.6666666666666666,0.33383569443048994,0.028191427236626956,0.014598074715470115
599,1831.0,,22.01415904,92.09710217,0,link,10599,N1,,311.32644,12623.0,42.0,0.0345110928512736,,,POINT (92.09710217 22.01415904),1402.0,3279.0,6.0,0.18396463377876018,0.8333333333333334,0.5086489835560468,0.04442595188040178,0.11419529282958098
600,3.0,A,22.00782005,92.09277658,,bridge,10600,N1,,311.32944,12623.0,42.0,0.0345110928512736,,,POINT (92.09277658 22.00782005),1402.0,3279.0,6.0,0.0003014166582939817,0.8333333333333334,0.41681737499581367,0.04442595188040178,0.02236368426934788
601,492.0,,22.00599633,92.09167261,0,link,10601,N1,,311.82144,12623.0,42.0,0.0345110928512736,,,POINT (92.09167261 22.00599633),1402.0,3279.0,6.0,0.049432331960213,0.8333333333333334,0.4413828326467732,0.04442595188040178,0.04692914192030739
602,12.6,A,22.00417261,92.09056863,,bridge,10602,N1,,311.83404,12623.0,42.0,0.0345110928512736,,,POINT (92.09056863 22.00417261),1402.0,3279.0,6.0,0.0012659499648347231,0.8333333333333334,0.41729964164908406,0.04442595188040178,0.02284595092261825
603,508.0,,22.00230113,92.08944401,0,link,10603,N1,,312.34204,12623.0,42.0,0.0345110928512736,,,POINT (92.08944401 22.00230113),1402.0,3279.0,6.0,0.05103988747111424,0.8333333333333334,0.4421866104022238,0.04442595188040178,0.047732919675758004
604,6.2,A,22.00042964,92.08831938,,bridge,10604,N1,,312.34824,12623.0,42.0,0.0345110928512736,,,POINT (92.08831938 22.00042964),1402.0,3279.0,6.0,0.0006229277604742288,0.8333333333333334,0.4169781305469038,0.04442595188040178,0.022524439820438003
605,545.0,,21.9981328,92.08788914,0,link,10605,N1,,312.89324,12623.0,42.0,0.0345110928512736,,,POINT (92.08788914 21.9981328),1402.0,3279.0,6.0,0.05475735959007334,0.8333333333333334,0.44404534646170335,0.04442595188040178,0.049591655735237564
606,3.0,A,21.99583596,92.08745891,,bridge,10606,N1,,312.89624,12623.0,42.0,0.0345110928512736,,,POINT (92.08745891 21.99583596),1402.0,3279.0,6.0,0.0003014166582939817,0.8333333333333334,0.41681737499581367,0.04442595188040178,0.02236368426934788
607,11.0,,21.99578848,92.08745249,0,link,10607,N1,,312.90724,12623.0,42.0,0.0345110928512736,,,POINT (92.08745249 21.99578848),1402.0,3279.0,6.0,0.0011051944137445997,0.8333333333333334,0.41721926387353897,0.04442595188040178,0.022765573147073188
608,12.4,A,21.995741,92.08744606,,bridge,10608,N1,,312.91964,12623.0,42.0,0.0345110928512736,,,POINT (92.08744606 21.995741),1402.0,3279.0,6.0,0.0012458555209484577,0.8333333333333334,0.4172895944271409,0.04442595188040178,0.022835903700675116
609,424.0,,21.99398722,92.08690214,0,link,10609,N1,,313.34364,12623.0,42.0,0.0345110928512736,,,POINT (92.08690214 21.99398722),1402.0,3279.0,6.0,0.04260022103888275,0.8333333333333334,0.43796677718610805,0.04442595188040178,0.04351308645964226
610,58.5,A,21.99223344,92.08635821,,bridge,10610,N1,,313.40214000000003,12623.0,42.0,0.0345110928512736,,,POINT (92.08635821 21.99223344),1402.0,3279.0,6.0,0.005877624836732644,0.8333333333333334,0.419605479085033,0.04442595188040178,0.025151788358567212
611,232.0,,21.99125684,92.08602209,0,link,10611,N1,,313.63414,12623.0,42.0,0.0345110928512736,,,POINT (92.08602209 21.99125684),8.0,1032.0,2.0,0.02330955490806792,0.16666666666666666,0.09498811078736728,0.011621116561551039,0.01746533573480948
612,14.2,A,21.99028024,92.08568597,,bridge,10612,N1,,313.64834,12623.0,42.0,0.0345110928512736,,,POINT (92.08568597 21.99028024),8.0,1032.0,2.0,0.0014267055159248468,0.16666666666666666,0.08404668609129576,0.011621116561551039,0.006523911038737943
613,408.0,,21.98866056,92.08484017,0,link,10613,N1,,314.05634000000003,12623.0,42.0,0.0345110928512736,,,POINT (92.08484017 21.98866056),8.0,1032.0,2.0,0.04099266552798151,0.16666666666666666,0.10382966609732408,0.011621116561551039,0.026306891044766273
614,24.2,A,21.98704087,92.08399437,,bridge,10614,N1,,314.08054,12623.0,42.0,0.0345110928512736,,,POINT (92.08399437 21.98704087),8.0,1032.0,2.0,0.002431427710238119,0.16666666666666666,0.0845490471884524,0.011621116561551039,0.007026272135894579
615,670.0,,21.98447246,92.08238385,0,link,10615,N1,,314.75054,12623.0,42.0,0.0345110928512736,,,POINT (92.08238385 21.98447246),8.0,1032.0,2.0,0.06731638701898925,0.16666666666666666,0.11699152684282796,0.011621116561551039,0.039468751790270144
616,22.5,A,21.98190404,92.08077333,,bridge,10616,N1,,314.77304,12623.0,42.0,0.0345110928512736,,,POINT (92.08077333 21.98190404),8.0,1032.0,2.0,0.002260624937204863,0.16666666666666666,0.08446364580193576,0.011621116561551039,0.006940870749377951
617,267.0,,21.9811832,92.07982248,0,link,10617,N1,,315.04004,12623.0,42.0,0.0345110928512736,,,POINT (92.07982248 21.9811832),8.0,1032.0,2.0,0.026826082588164372,0.16666666666666666,0.09674637462741552,0.011621116561551039,0.019223599574857704
618,18.7,A,21.98046236,92.07887163,,bridge,10618,N1,,315.05874,12623.0,42.0,0.0345110928512736,,,POINT (92.07887163 21.98046236),8.0,1032.0,2.0,0.0018788305033658192,0.16666666666666666,0.08427274858501624,0.011621116561551039,0.006749973532458429
619,345.0,,21.97988047,92.07736043,0,link,10619,N1,,315.40374,12623.0,42.0,0.0345110928512736,,,POINT (92.07736043 21.97988047),8.0,1032.0,2.0,0.034662915703807896,0.16666666666666666,0.10066479118523727,0.011621116561551039,0.023142016132679466
620,3.5,A,21.97929857,92.07584923,,bridge,10620,N1,,315.40724,12623.0,42.0,0.0345110928512736,,,POINT (92.07584923 21.97929857),8.0,1032.0,2.0,0.00035165276800964534,0.16666666666666666,0.08350915971733815,0.011621116561551039,0.005986384664780342
621,1090.0,,21.97658349,92.07208485,0,link,10621,N1,,316.49724,12623.0,42.0,0.0345110928512736,,,POINT (92.07208485 21.97658349),608.0,538.0,1.0,0.10951471918014669,0.0,0.05475735959007334,0.004409016584910067,0.056961867882528376
622,2.5,A,21.9738684,92.06832048,,bridge,10622,N1,,316.49974,12623.0,42.0,0.0345110928512736,,,POINT (92.06832048 21.9738684),608.0,538.0,1.0,0.00025118054857831807,0.0,0.00012559027428915904,0.004409016584910067,0.002330098566744193
623,752.0,,21.97141326,92.0662353,0,link,10623,N1,,317.25174,12623.0,42.0,0.0345110928512736,,,POINT (92.0662353 21.97141326),608.0,538.0,1.0,0.07555510901235808,0.0,0.03777755450617904,0.004409016584910067,0.039982062798634074
624,1.5,A,21.96895812,92.06415011,,bridge,10624,N1,,317.25324,12623.0,42.0,0.0345110928512736,,,POINT (92.06415011 21.96895812),608.0,538.0,1.0,0.00015070832914699085,0.0,7.535416457349543e-05,0.004409016584910067,0.0022798624570285293
625,671.0,,21.96558599,92.06373349,0,link,10625,N1,,317.92424,12623.0,42.0,0.0345110928512736,,,POINT (92.06373349 21.96558599),608.0,538.0,1.0,0.06741685923842057,0.0,0.033708429619210285,0.004409016584910067,0.03591293791166532
626,22.4,A,21.96221386,92.06331688,,bridge,10626,N1,,317.94664,12623.0,42.0,0.0345110928512736,,,POINT (92.06331688 21.96221386),608.0,538.0,1.0,0.00225057771526173,0.0,0.001125288857630865,0.004409016584910067,0.003329797150085899
627,386.0,,21.96072698,92.064298,0,link,10627,N1,,318.33264,12623.0,42.0,0.0345110928512736,,,POINT (92.064298 21.96072698),608.0,538.0,1.0,0.038782276700492314,0.0,0.019391138350246157,0.004409016584910067,0.02159564664270119
628,8.2,A,21.95924011,92.06527913,,bridge,10628,N1,,318.34084,12623.0,42.0,0.0345110928512736,,,POINT (92.06527913 21.95924011),608.0,538.0,1.0,0.0008238721993368833,0.0,0.00041193609966844164,0.004409016584910067,0.0026164443921234755
629,317.0,,21.95863614,92.06583621,0,link,10629,N1,,318.65784,12623.0,42.0,0.0345110928512736,,,POINT (92.06583621 21.95863614),608.0,538.0,1.0,0.03184969355973073,0.0,0.015924846779865366,0.004409016584910067,0.0181293550723204
630,3.0,A,21.95803216,92.06639328,,bridge,10630,N1,,318.66084,12623.0,42.0,0.0345110928512736,,,POINT (92.06639328 21.95803216),608.0,538.0,1.0,0.0003014166582939817,0.0,0.00015070832914699085,0.004409016584910067,0.0023552166216020244
631,616.0,,21.95505585,92.06710355,0,link,10631,N1,,319.27684000000005,12623.0,42.0,0.0345110928512736,,,POINT (92.06710355 21.95505585),608.0,538.0,1.0,0.06189088716969758,0.0,0.03094544358484879,0.004409016584910067,0.033149951877303824
632,22.4,A,21.95207954,92.06781381,,bridge,10632,N1,,319.29924,12623.0,42.0,0.0345110928512736,,,POINT (92.06781381 21.95207954),608.0,538.0,1.0,0.00225057771526173,0.0,0.001125288857630865,0.004409016584910067,0.003329797150085899
633,752.0,,21.94873946,92.06737123,0,link,10633,N1,,320.05124,12623.0,42.0,0.0345110928512736,,,POINT (92.06737123 21.94873946),608.0,538.0,1.0,0.07555510901235808,0.0,0.03777755450617904,0.004409016584910067,0.039982062798634074
634,1.4,A,21.94539937,92.06692866,,bridge,10634,N1,,320.05264,12623.0,42.0,0.0345110928512736,,,POINT (92.06692866 21.94539937),608.0,538.0,1.0,0.00014066110720385814,0.0,7.033055360192907e-05,0.004409016584910067,0.0022748388460569627
635,1163.0,,21.94071419,92.06473569,0,link,10635,N1,,321.21564,12623.0,42.0,0.0345110928512736,,,POINT (92.06473569 21.94071419),608.0,538.0,1.0,0.11684919119863357,0.0,0.058424595599316786,0.004409016584910067,0.06062910389177182
636,4.5,A,21.93602902,92.06254272,,bridge,10636,N1,,321.22014,12623.0,42.0,0.0345110928512736,,,POINT (92.06254272 21.93602902),608.0,538.0,1.0,0.00045212498744097256,0.0,0.00022606249372048628,0.004409016584910067,0.00243057078617552
637,252.0,,21.93498723,92.06210444,0,link,10637,N1,,321.47214,12623.0,42.0,0.0345110928512736,,,POINT (92.06210444 21.93498723),608.0,538.0,1.0,0.025318999296694462,0.0,0.012659499648347231,0.004409016584910067,0.014864007940802264
638,9.3,A,21.93394544,92.06166615,,bridge,10638,N1,,321.48144,12623.0,42.0,0.0345110928512736,,,POINT (92.06166615 21.93394544),608.0,538.0,1.0,0.0009343916407113434,0.0,0.0004671958203556717,0.004409016584910067,0.0026717041128107052
639,216.0,,21.93312706,92.06123356,0,link,10639,N1,,321.69744000000003,12623.0,42.0,0.0345110928512736,,,POINT (92.06123356 21.93312706),608.0,538.0,1.0,0.021701999397166685,0.0,0.010850999698583342,0.004409016584910067,0.013055507991038376
640,4.5,A,21.93230867,92.06080096,,bridge,10640,N1,,321.70194,12623.0,42.0,0.0345110928512736,,,POINT (92.06080096 21.93230867),608.0,538.0,1.0,0.00045212498744097256,0.0,0.00022606249372048628,0.004409016584910067,0.00243057078617552
641,255.0,,21.93134496,92.0602425,0,link,10641,N1,,321.95694,12623.0,42.0,0.0345110928512736,,,POINT (92.0602425 21.93134496),8.0,1032.0,2.0,0.025620415954988447,0.16666666666666666,0.09614354131082756,0.011621116561551039,0.018620766258269743
642,4.7,A,21.93038125,92.05968404,,bridge,10642,N1,,321.96164,12623.0,42.0,0.0345110928512736,,,POINT (92.05968404 21.93038125),8.0,1032.0,2.0,0.00047221943132723805,0.16666666666666666,0.08356944304899695,0.011621116561551039,0.006046667996439138
643,1338.0,,21.92414661,92.05971017,0,link,10643,N1,,323.29964,12623.0,42.0,0.0345110928512736,,,POINT (92.05971017 21.92414661),8.0,1032.0,2.0,0.13443182959911584,0.16666666666666666,0.15054924813289125,0.011621116561551039,0.07302647308033344
644,2.0,A,21.91791196,92.0597363,,bridge,10644,N1,,323.30164,12623.0,42.0,0.0345110928512736,,,POINT (92.0597363 21.91791196),608.0,538.0,1.0,0.0002009444388626545,0.0,0.00010047221943132724,0.004409016584910067,0.002304980511886361
645,197.0,,21.91733556,92.05986312,0,link,10645,N1,,323.49864,12623.0,42.0,0.0345110928512736,,,POINT (92.05986312 21.91733556),608.0,538.0,1.0,0.019793027227971466,0.0,0.009896513613985733,0.004409016584910067,0.012101021906440766
646,3.0,A,21.91675917,92.05998993,,bridge,10646,N1,,323.50164,12623.0,42.0,0.0345110928512736,,,POINT (92.05998993 21.91675917),608.0,538.0,1.0,0.0003014166582939817,0.0,0.00015070832914699085,0.004409016584910067,0.0023552166216020244
647,358.0,,21.91541594,92.06026857,0,link,10647,N1,,323.85964,6066.0,44.0,0.0361544782251437,,,POINT (92.06026857 21.91541594),608.0,538.0,1.0,0.03596905455641515,0.0,0.017984527278207575,0.004409016584910067,0.02018903557066261
648,4.0,A,21.91407272,92.06054721,,bridge,10648,N1,,323.86364000000003,6066.0,44.0,0.0361544782251437,,,POINT (92.06054721 21.91407272),608.0,538.0,1.0,0.000401888877725309,0.0,0.0002009444388626545,0.004409016584910067,0.002405452731317688
649,507.0,,21.91184782,92.06055667,0,link,10649,N1,,324.37064000000004,6066.0,44.0,0.0361544782251437,,,POINT (92.06055667 21.91184782),608.0,538.0,1.0,0.05093941525168291,0.0,0.025469707625841456,0.004409016584910067,0.02767421591829649
650,9.2,A,21.90962291,92.06056613,,bridge,10650,N1,,324.37984,6066.0,44.0,0.0361544782251437,,,POINT (92.06056613 21.90962291),608.0,538.0,1.0,0.0009243444187682105,0.0,0.0004621722093841053,0.004409016584910067,0.002666680501839139
651,1992.0,,21.90032328,92.0601336,0,link,10651,N1,,326.37184,6066.0,44.0,0.0361544782251437,,,POINT (92.0601336 21.90032328),971.0,492.0,1.0,0.20014066110720385,0.0,0.10007033055360193,0.003737444522307872,0.10193905281475586
652,13.64,A,21.89102365,92.05970108,,bridge,10652,N1,,326.38548,6066.0,44.0,0.0361544782251437,,,POINT (92.05970108 21.89102365),971.0,492.0,1.0,0.0013704410730433036,0.0,0.0006852205365216518,0.003737444522307872,0.002553942797675588
653,1109.0,,21.88612259,92.05935131,0,link,10653,N1,,327.49447999999995,6066.0,44.0,0.0361544782251437,,,POINT (92.05935131 21.88612259),971.0,492.0,1.0,0.11142369134934191,0.0,0.055711845674670954,0.003737444522307872,0.05758056793582489
654,9.3,A,21.88122152,92.05900154,,bridge,10654,N1,,327.50378,6066.0,44.0,0.0361544782251437,,,POINT (92.05900154 21.88122152),971.0,492.0,1.0,0.0009343916407113434,0.0,0.0004671958203556717,0.003737444522307872,0.0023359180815096074
655,686.0,,21.87817063,92.05905569,0,link,10655,N1,,328.18978000000004,6066.0,44.0,0.0361544782251437,,,POINT (92.05905569 21.87817063),971.0,492.0,1.0,0.06892394252989048,0.0,0.03446197126494524,0.003737444522307872,0.036330693526099175
656,3.0,A,21.87511974,92.05910984,,bridge,10656,N1,,328.19278,6066.0,44.0,0.0361544782251437,,,POINT (92.05910984 21.87511974),971.0,492.0,1.0,0.0003014166582939817,0.0,0.00015070832914699085,0.003737444522307872,0.0020194305903009266
657,1393.0,,21.86897744,92.05929736,0,link,10657,N1,,329.58578,6066.0,44.0,0.0361544782251437,,,POINT (92.05929736 21.86897744),971.0,492.0,1.0,0.13995780166783883,0.0,0.06997890083391942,0.003737444522307872,0.07184762309507335
658,3.0,A,21.86283514,92.05948487,,bridge,10658,N1,,329.58878000000004,6066.0,44.0,0.0361544782251437,,,POINT (92.05948487 21.86283514),971.0,492.0,1.0,0.0003014166582939817,0.0,0.00015070832914699085,0.003737444522307872,0.0020194305903009266
659,324.0,,21.86140386,92.05983779,0,link,10659,N1,,329.91278000000005,6066.0,44.0,0.0361544782251437,,,POINT (92.05983779 21.86140386),971.0,492.0,1.0,0.032552999095750025,0.0,0.016276499547875013,0.003737444522307872,0.018145221809028948
660,56.4,A,21.85997258,92.06019071,,bridge,10660,N1,,329.96918,6066.0,44.0,0.0361544782251437,,,POINT (92.06019071 21.85997258),971.0,492.0,1.0,0.005666633175926856,0.0,0.002833316587963428,0.003737444522307872,0.004702038849117364
661,792.0,,21.85645068,92.06057416,0,link,10661,N1,,330.76118,6066.0,44.0,0.0361544782251437,,,POINT (92.06057416 21.85645068),971.0,492.0,1.0,0.07957399778961118,0.0,0.03978699889480559,0.003737444522307872,0.04165572115595952
662,14.3,A,21.85292879,92.06095762,,bridge,10662,N1,,330.77548,6066.0,44.0,0.0361544782251437,,,POINT (92.06095762 21.85292879),971.0,492.0,1.0,0.0014367527378679795,0.0,0.0007183763689339898,0.003737444522307872,0.0025870986300879258
663,231.0,,21.85189416,92.06095338,0,link,10663,N1,,331.00647999999995,6066.0,44.0,0.0361544782251437,,,POINT (92.06095338 21.85189416),971.0,492.0,1.0,0.02320908268863659,0.0,0.011604541344318296,0.003737444522307872,0.01347326360547223
664,2.1,A,21.85085953,92.06094913,,bridge,10664,N1,,331.00858,6066.0,44.0,0.0361544782251437,,,POINT (92.06094913 21.85085953),971.0,492.0,1.0,0.0002109916608057872,0.0,0.0001054958304028936,0.003737444522307872,0.0019742180915568296
665,964.0,,21.8469148,92.0622738,0,link,10665,N1,,331.97258,6066.0,44.0,0.0361544782251437,,,POINT (92.0622738 21.8469148),971.0,492.0,1.0,0.09685521953179946,0.0,0.04842760976589973,0.003737444522307872,0.050296332027053664
666,4.5,A,21.84297007,92.06359846,,bridge,10666,N1,,331.97708,6066.0,44.0,0.0361544782251437,,,POINT (92.06359846 21.84297007),971.0,492.0,1.0,0.00045212498744097256,0.0,0.00022606249372048628,0.003737444522307872,0.0020947847548744222
667,323.0,,21.84168182,92.06426551,0,link,10667,N1,,332.30008000000004,6066.0,44.0,0.0361544782251437,,,POINT (92.06426551 21.84168182),971.0,492.0,1.0,0.0324525268763187,0.0,0.01622626343815935,0.003737444522307872,0.018094985699313285
668,3.0,A,21.84039357,92.06493255,,bridge,10668,N1,,332.30308,6066.0,44.0,0.0361544782251437,,,POINT (92.06493255 21.84039357),971.0,492.0,1.0,0.0003014166582939817,0.0,0.00015070832914699085,0.003737444522307872,0.0020194305903009266
669,796.0,,21.83724844,92.06660307,0,link,10669,N1,,333.09908,12685.0,39.0,0.0320460147904683,,,POINT (92.06660307 21.83724844),263.0,1225.0,3.0,0.07997588666733649,0.3333333333333333,0.20665461000033492,0.014438799345947209,0.047207343006641846
670,15.8,A,21.83410332,92.06827359,,bridge,10670,N1,,333.11488,12685.0,39.0,0.0320460147904683,,,POINT (92.06827359 21.83410332),263.0,1225.0,3.0,0.0015874610670149705,0.3333333333333333,0.16746039720017414,0.014438799345947209,0.00801313020648109
671,712.0,,21.83106457,92.06978857,0,link,10671,N1,,333.82688,12685.0,39.0,0.0320460147904683,,,POINT (92.06978857 21.83106457),263.0,1225.0,3.0,0.07153622023510499,0.3333333333333333,0.20243477678421914,0.014438799345947209,0.042987509790526096
672,7.3,A,21.82802582,92.07130355,,bridge,10672,N1,,333.83418,12685.0,39.0,0.0320460147904683,,,POINT (92.07130355 21.82802582),263.0,1225.0,3.0,0.0007334472018486888,0.3333333333333333,0.167033390267591,0.014438799345947209,0.007586123273897949
673,276.0,,21.8269045,92.07182509,0,link,10673,N1,,334.11018,12685.0,39.0,0.0320460147904683,,,POINT (92.07182509 21.8269045),263.0,1225.0,3.0,0.027730332563046318,0.3333333333333333,0.1805318329481898,0.014438799345947209,0.021084565954496762
674,46.0,A,21.82578318,92.07234663,,bridge,10674,N1,,334.15618,12685.0,39.0,0.0320460147904683,,,POINT (92.07234663 21.82578318),263.0,1225.0,3.0,0.004621722093841053,0.3333333333333333,0.16897752771358718,0.014438799345947209,0.009530260719894131
675,546.0,,21.82346303,92.07318338,0,link,10675,N1,,334.70218,12685.0,39.0,0.0320460147904683,,,POINT (92.07318338 21.82346303),263.0,1225.0,3.0,0.054857831809504674,0.3333333333333333,0.19409558257141898,0.014438799345947209,0.03464831557772594
676,12.4,A,21.82114288,92.07402014,,bridge,10676,N1,,334.71458,12685.0,39.0,0.0320460147904683,,,POINT (92.07402014 21.82114288),263.0,1225.0,3.0,0.0012458555209484577,0.3333333333333333,0.1672895944271409,0.014438799345947209,0.007842327433447833
677,337.0,,21.81965607,92.07398219,0,link,10677,N1,,335.05158,12685.0,39.0,0.0320460147904683,,,POINT (92.07398219 21.81965607),263.0,1225.0,3.0,0.03385913794835728,0.3333333333333333,0.1835962356408453,0.014438799345947209,0.024148968647152245
678,14.0,A,21.81816926,92.07394424,,bridge,10678,N1,,335.06558,12685.0,39.0,0.0320460147904683,,,POINT (92.07394424 21.81816926),263.0,1225.0,3.0,0.0014066110720385814,0.3333333333333333,0.16736997220268596,0.014438799345947209,0.007922705208992895
679,1822.0,,21.81079653,92.07558822,0,link,10679,N1,,336.88758,12685.0,39.0,0.0320460147904683,,,POINT (92.07558822 21.81079653),263.0,1225.0,3.0,0.18306038380387823,0.3333333333333333,0.25819685856860575,0.014438799345947209,0.09874959157491273
680,14.0,A,21.8034238,92.07723221,,bridge,10680,N1,,336.90158,12685.0,39.0,0.0320460147904683,,,POINT (92.07723221 21.8034238),1160.0,859.0,2.0,0.0014066110720385814,0.16666666666666666,0.08403663886935261,0.009095421630460173,0.0052510163512493775
681,1772.0,,21.79563891,92.07804311,0,link,10681,N1,,338.67358,4843.0,35.0,0.028759244042728,,,POINT (92.07804311 21.79563891),1160.0,859.0,2.0,0.17803677283231187,0.16666666666666666,0.17235171974948926,0.009095421630460173,0.09356609723138602
682,20.6,A,21.78785401,92.07885401,,bridge,10682,N1,,338.69418,4843.0,35.0,0.028759244042728,,,POINT (92.07885401 21.78785401),1363.0,2485.0,6.0,0.0020697277202853413,0.8333333333333334,0.41770153052680936,0.032834034104181266,0.017451880912233302
683,97.0,,21.78742575,92.07890166,0,link,10683,N1,,338.79118,4843.0,35.0,0.028759244042728,,,POINT (92.07890166 21.78742575),1363.0,2485.0,6.0,0.009745805284838743,0.8333333333333334,0.42153956930908604,0.032834034104181266,0.021289919694510002
684,21.0,A,21.78699748,92.07894932,,bridge,10684,N1,,338.81218,4843.0,35.0,0.028759244042728,,,POINT (92.07894932 21.78699748),1363.0,2485.0,6.0,0.002109916608057872,0.8333333333333334,0.41772162497069565,0.032834034104181266,0.01747197535611957
