road,lrp,lat,lon
N8,LRP109d,23.108925900000003,90.1805457
N8,LRP110,23.1063796,90.183231
N8,LRP111,23.1038333,90.1859163
N8,LRP111a,23.1024167,90.187583
N8,LRP111b,23.1023889,90.1876663
N8,LRP111c,23.1021944,90.1878052
N8,LRP112,23.0976941,90.192583
N8,LRP112a,23.094161633333332,90.19535619999999
N8,LRP113,23.090629166666666,90.1981294
N8,LRP113a,23.087096699999996,90.2009026
N8,LRP113b,23.08356423333333,90.2036758
N8,LRP114,23.080031766666664,90.20644899999999
N8,LRP115,23.0764993,90.2092222
N8,LRP115a,23.0744438,90.2100556
N8,LRP115b,23.0723327,90.2109167
N8,LRP115b,23.0723327,90.2109167
N8,LRP115c,23.0723327,90.2109167
N8,LRP115d,23.0718604,90.2111111
N8,LRP116,23.067360633333333,90.21042593333333
N8,LRP116a,23.062860866666664,90.20974076666667
N8,LRP117,23.0583611,90.2090556
N8,LRP117a,23.0551944,90.2089167
N8,LRP118,23.0497497,90.2091944
N8,LRP118a,23.0444719,90.20914813333333
N8,LRP119,23.0391941,90.20910186666667
N8,LRP119a,23.0339163,90.2090556
N8,LRP120,23.0317216,90.2088889
N8,LRP120a,23.0268049,90.2089722
N8,LRP121,23.022906966666664,90.21122220000001
N8,LRP122,23.019009033333333,90.2134722
N8,LRP122a,23.0151111,90.2157222
N8,LRP122b,23.0148611,90.2158333
N8,LRP122c,23.0091944,90.2188882
N8,LRP123,23.0074167,90.2199716
N8,LRP123a,23.0036389,90.2221938
N8,LRP123b,23.0033333,90.2222493
N8,LRP124,22.998583,90.22222159999998
N8,LRP124a,22.9973052,90.2221382
N8,LRP124b,22.992971866666668,90.2222308
N8,LRP125,22.988638533333333,90.2223234
N8,LRP125a,22.9843052,90.222416
N8,LRP126,22.9815827,90.2224438
N8,LRP126a,22.9773604,90.222666
N8,LRP126b,22.9749993,90.2224438
N8,LRP126c,22.9746104,90.222416
N8,LRP127,22.9726382,90.222416
N8,LRP127a,22.9693977,90.22319376666667
N8,LRP128,22.9661572,90.22397153333333
N8,LRP128a,22.9629167,90.2247493
N8,LRP128b,22.958833366666667,90.22622153333333
N8,LRP129,22.954750033333333,90.22769376666668
N8,LRP129a,22.9506667,90.229166
N8,LRP129b,22.9477497,90.2300827
N8,LRP130,22.9472219,90.2303604
N8,LRP130a,22.9448052,90.2316382
N8,LRP130b,22.9389441,90.234583
N8,LRP131,22.936101400000002,90.236583
N8,LRP132,22.9332587,90.238583
N8,LRP132a,22.930416,90.240583
N8,LRP132b,22.9303327,90.2406663
N8,LRP132c,22.9259993,90.2425274
N8,LRP133,22.9233327,90.2430552
N8,LRP133a,22.9179716,90.2441386
N8,LRP134,22.91375,90.2454163
N8,LRP134a,22.9115278,90.2461386
N8,LRP134b,22.9066944,90.2486108
N8,LRP134c,22.9065556,90.2486663
N8,LRP135,22.90308326666667,90.2503053
N8,LRP136,22.899610933333335,90.2519443
N8,LRP136a,22.896138600000004,90.2535833
N8,LRP136b,22.8914997,90.2563889
N8,LRP137,22.8894441,90.2573889
N8,LRP137a,22.8888886,90.2576111
N8,LRP137b,22.8887219,90.2577222
N8,LRP137c,22.883166,90.2605278
N8,LRP138,22.876700725,90.260031275
N8,LRP139,22.87023545,90.25953475
N8,LRP140,22.863770175,90.259038225
N8,LRP141,22.85778984583333,90.25911055416667
N8,LRP142,22.851809516666666,90.25918288333334
N8,LRP143,22.8458291875,90.2592552125
N8,LRP144,22.839848858333333,90.25932754166666
N8,LRP144a,22.833868529166665,90.25939987083333
N8,LRP145,22.8278882,90.2594722
N8,LRP145a,22.8251382,90.26225
N8,LRP145b,22.823666,90.2646111
N8,LRP146,22.820062,90.2685415
N8,LRP147,22.816457999999997,90.2724719
N8,LRP147a,22.812853999999998,90.2764023
N8,LRP148,22.80925,90.2803327
N8,LRP148a,22.8068333,90.2816104
N8,LRP149,22.802833225,90.2862217
N8,LRP150,22.79883315,90.29083299999999
N8,LRP151,22.794833075,90.2954443
N8,LRP151a,22.790833,90.3000556
N8,LRP151b,22.7899997,90.2997774
N8,LRP151c,22.7895274,90.2996386
N8,LRP152,22.7859441,90.2998608
N8,LRP152a,22.7826938,90.302
N8,LRP153,22.778416,90.30475
N8,LRP153a,22.77452557222222,90.3068410111111
N8,LRP154,22.770635144444444,90.30893202222222
N8,LRP154a,22.766744716666665,90.31102303333333
N8,LRP155,22.762629033333333,90.31318496666667
N8,LRP155a,22.75851335,90.31534690000001
N8,LRP156,22.754397666666666,90.31750883333333
N8,LRP156a,22.75028198333333,90.31967076666666
N8,LRP157,22.7461663,90.3218327
N8,LRP157a,22.7449441,90.3222216
N8,LRP158,22.74016625,90.326728625
N8,LRP159,22.7353884,90.33123565
N8,LRP159a,22.73061055,90.335742675
N8,LRP160,22.7258327,90.3402497
N8,LRP160a,22.7211104,90.3421941
N8,LRP161,22.71709388,90.34443862
N8,LRP161a,22.71307736,90.34668314
N8,LRP162,22.70906084,90.34892766
N8,LRP163,22.70504432,90.35117217999999
N8,LRP163a,22.7010278,90.3534167
N8,LRP163b,22.70025,90.3534167
N8,LRP164,22.6940274,90.3543056
N8,LRP164a,22.691295933333333,90.35506483333333
N8,LRP165,22.688564466666666,90.35582406666667
N8,LRP165,22.685833,90.3565833
N8,LRP165a,22.685638600000004,90.3567778
N8,LRP165b,22.6840274,90.3555
N8,LRP165c,22.680760680000002,90.35371104000001
N8,LRP166,22.67749396,90.35192208000001
N8,LRP166a,22.67422724,90.35013312
N8,LRP167,22.670960519999998,90.34834416
N8,LRP167a,22.6676938,90.3465552
N8,LRP167b,22.6658056,90.3485274
N8,LRP168,22.663819475,90.351798325
N8,LRP169,22.661833350000002,90.35506925
N8,LRP169a,22.659847225,90.358340175
N8,LRP169b,22.6578611,90.3616111
N8,LRP169c,22.65775,90.3616111
N8,LRP169d,22.6568056,90.3617222
N8,LRP169e,22.6555,90.3618056
N8,LRP169e,22.6555,90.3618056
N8,LRP170,22.6540833,90.3618333
N8,LRP170a,22.6536944,90.3619167
N8,LRP170b,22.6512222,90.3620833
N8,LRP170c,22.6481108,90.36225
N8,LRP170d,22.6481108,90.36225
N8,LRP171,22.6444719,90.3621389
N8,LRP171a,22.644194100000004,90.3621111
N8,LRP171b,22.644194100000004,90.3621111
N8,LRP171c,22.6415274,90.3581667
N8,LRP171d,22.6408608,90.3559167
N8,LRP172,22.640333,90.3544167
N8,LRP172a,22.6399441,90.3533333
N8,LRP172b,22.6379441,90.3503333
N8,LRP172c,22.6364163,90.3490552
N8,LRP173,22.635333,90.3467497
N8,LRP173a,22.6353608,90.3448052
N8,LRP173b,22.6355274,90.3420274
N8,LRP174,22.6309716,90.3399163
N8,LRP174a,22.62675863333333,90.33803666666667
N8,LRP175,22.622545666666667,90.33615703333334
N8,LRP175a,22.617715644444445,90.33537308888889
N8,LRP176,22.612885622222223,90.33458914444445
N8,LRP176a,22.6080556,90.3338052
N8,LRP176c,22.605,90.3340552
N8,LRP176c,22.605,90.3340552
N8,LRP176b,22.605,90.3340552
N8,LRP176b,22.605,90.3340552
N8,LRP177,22.6017778,90.334333
N8,LRP177a,22.5986108,90.3346663
N8,LRP178,22.5932219,90.3365552
N8,LRP178a,22.5924441,90.3366663
N8,LRP178b,22.5865552,90.3379719
N8,LRP179,22.582832866666667,90.3377219
N8,LRP180,22.57911053333333,90.3374719
N8,LRP180a,22.5753882,90.3372219
N8,LRP180b,22.5711199,90.33698116666667
N8,LRP181,22.5668516,90.33674043333333
N8,LRP181a,22.5625833,90.3364997
N8,LRP182,22.558305433333334,90.3358145
N8,LRP182a,22.554027566666665,90.3351293
N8,LRP183,22.549721977777775,90.3344656
N8,LRP183a,22.54541638888889,90.3338019
N8,LRP184,22.5411108,90.3331382
N8,LRP184a,22.541138600000004,90.3331104
N8,LRP184b,22.5409719,90.3332493
N8,LRP184c,22.540694100000003,90.3334163
N8,LRP184d,22.535888600000003,90.3368886
N8,LRP185,22.530895625000003,90.3383886
N8,LRP186,22.52590265,90.3398886
N8,LRP186a,22.520909675,90.34138859999999
N8,LRP187,22.5159167,90.3428886
N8,LRP187a,22.5111667,90.3429441
N8,LRP187b,22.5111389,90.3429997
N8,LRP188,22.5073889,90.3427219
N8,LRP188a,22.5039167,90.3429441
N8,LRP189,22.497925833333333,90.34277743333332
N8,LRP190,22.49193496666667,90.34261076666667
N8,LRP190a,22.4859441,90.3424441
N8,LRP191,22.4813604,90.3418886
N8,LRP191a,22.4790271,90.3418052
N8,LRP191b,22.4739438,90.3413052
N8,LRP191b,22.4739438,90.3413052
N8,LRP192,22.4721938,90.34102740000002
N8,LRP192a,22.4676104,90.3408886
N8,LRP192b,22.4634722,90.3412497
N8,LRP193,22.45891102,90.34065524
N8,LRP194,22.45434984,90.34006078
N8,LRP194a,22.44978866,90.33946632
N8,LRP195,22.44522748,90.33887186
N8,LRP195a,22.4406663,90.3382774
N8,LRP195b,22.4399441,90.3380552
N8,LRP196,22.43522176666667,90.33617546666666
N8,LRP197,22.430499433333335,90.33429573333333
N8,LRP197a,22.4257771,90.332416
N8,LRP197b,22.4216938,90.3303327
N8,LRP198,22.4202493,90.3296382
N8,LRP198a,22.4199438,90.3295271
N8,LRP198b,22.417129199999998,90.32879563333334
N8,LRP198c,22.4143146,90.32806416666666
N8,LRP199,22.4115,90.3273327
N8,LRP199a,22.4055833,90.3248327
N8,LRP200,22.4036111,90.3238604
N8,LRP200a,22.4029167,90.3234993
N8,LRP200b,22.3989441,90.32130490000002
N8,LRP200c,22.3970552,90.3201938
N8,LRP200d,22.3963886,90.3198327
N8,LRP201,22.3960274,90.3196382
N8,LRP201a,22.3921663,90.3191104
N8,LRP202,22.387583,90.3196938
N8,LRP202a,22.3869163,90.3198049
N8,LRP202b,22.3834163,90.3202771
N8,LRP202c,22.3833049,90.3202771
N8,LRP202d,22.380999300000003,90.3205827
N8,LRP202e,22.3808327,90.3206382
N8,LRP203,22.3773049,90.320916
N8,LRP204,22.3737771,90.3211938
N8,LRP204a,22.3702493,90.3214716
N8,LRP204b,22.3659444,90.3204716
N8,LRP205,22.36225,90.3190827
N8,LRPE,22.3597222,90.3186104
N801,LRPS,22.657,90.3617222
N801,LRPSa,22.6579722,90.3643056
N801,LRP001,22.6592932,90.36642888888889
N801,LRP002,22.6606142,90.36855217777777
N801,LRP002a,22.661935200000002,90.37067546666667
N801,LRP002b,22.6639167,90.3738604
N801,LRP002c,22.6660556,90.3755549
N801,LRP002d,22.6678882,90.3769993
N801,LRP002e,22.6681382,90.3771938
N801,LRP003,22.6696938,90.3783882
N801,LRP003a,22.670499300000003,90.3789716
N801,LRP003b,22.673064133333334,90.38018453333333
N801,LRP003c,22.675628966666668,90.38139746666667
N801,LRP004,22.6781938,90.3826104
N801,LRP004a,22.6799438,90.3834163
N801,LRP004b,22.682305,90.38493483333333
N801,LRP005,22.684666200000002,90.38645336666666
N801,LRP005a,22.6870274,90.3879719
N801,LRP006,22.688583,90.3904441
N801,LRP006a,22.6886663,90.3903052
N801,LRPE,22.6888052,90.390333
N802,LRPS,23.7129167,90.4036389
N802,LRPSa,23.709805600000003,90.4021944
N802,LRPSb,23.7080833,90.4010833
N802,LRP001,23.7048889,90.3992219
N802,LRP001a,23.7012222,90.39752740000002
N802,LRP001b,23.6980274,90.3981108
N802,LRP001c,23.697694100000003,90.3982219
N802,LRP002,23.693120033333336,90.3996757
N802,LRP003,23.689107655555556,90.40092267777779
N802,LRP003a,23.68509527777778,90.40216965555555
N802,LRP003b,23.6810829,90.40341663333334
N802,LRP004,23.6781939,90.40424996666667
N802,LRP004a,23.6753049,90.4050833
N802,LRPE,23.674999300000003,90.4052222
N803,LRPS,23.6001111,89.8273882
N803,LRPSa,23.6008889,89.8286104
N803,LRPSb,23.6027778,89.82894379999999
N803,LRPSc,23.60417903333333,89.83247163333333
N803,LRP001,23.605580266666667,89.83599946666666
N803,LRP002,23.6069815,89.8395273
N803,LRP002a,23.6086389,89.8446663
N803,LRP003,23.61075,89.8488886
N803,LRP003a,23.6113889,89.85025
N803,LRP003b,23.614536833333336,89.85201853333334
N803,LRP004,23.617684766666667,89.85378706666667
N803,LRP004a,23.6208327,89.8555556
N803,LRP004b,23.622666,89.8556389
N803,LRP004c,23.622971600000003,89.85561109999999
N803,LRP005,23.62762435,89.85522219999999
N803,LRPE,23.6322771,89.8548333
N804,LRPS,23.3903608,89.9838886
N804,LRP001,23.3913608,89.9834997
N804,LRP001a,23.3936663,89.9814438
N804,LRP001b,23.3937219,89.9813882
N804,LRP002,23.397333,89.9782771
N804,LRP002a,23.3996108,89.9763327
N804,LRP003,23.4043611,89.97222159999998
N804,LRP003a,23.4068333,89.9701382
N804,LRP003b,23.4069444,89.9700271
N804,LRP004,23.4113611,89.9662222
N804,LRP004a,23.4114722,89.9661667
N804,LRP004b,23.4116111,89.9660556
N804,LRP004c,23.4130556,89.9648333
N804,LRP004d,23.413277800000003,89.96461109999998
N804,LRP004e,23.4181382,89.9620556
N804,LRP004f,23.418249300000003,89.962
N804,LRP005,23.4190827,89.9618056
N804,LRP005a,23.4258049,89.9598056
N804,LRP005b,23.4263882,89.95961109999999
N804,LRP006,23.4277771,89.95911109999999
N804,LRP006a,23.4344441,89.9566667
N804,LRP007,23.4347774,89.9563056
N804,LRP007a,23.434833,89.95625
N804,LRP007b,23.439478925,89.95184019999999
N804,LRP008,23.44412485,89.9474304
N804,LRP009,23.448770775,89.94302060000001
N804,LRP009a,23.4534167,89.9386108
N804,LRP009b,23.4535556,89.93847190000001
N804,LRP010,23.456694475,89.93437460000001
N804,LRP011,23.45983335,89.9302773
N804,LRP011a,23.462972225,89.92618
N804,LRP011b,23.4661111,89.9220827
N804,LRP012,23.468286799999998,89.91885143333334
N804,LRP013,23.4704625,89.91562016666667
N804,LRP013a,23.4726382,89.91238890000001
N804,LRP013b,23.4729993,89.9118056
N804,LRP014,23.4793235,89.90706473333333
N804,LRP015,23.4856477,89.90232386666666
N804,LRP015a,23.4919719,89.897583
N804,LRP015b,23.4921663,89.8973608
N804,LRP016,23.4932497,89.8963052
N804,LRP017,23.497240533333333,89.89179583333333
N804,LRP017a,23.501231366666666,89.88728646666667
N804,LRP018,23.5052222,89.8827771
N804,LRP018a,23.5105278,89.8787771
N804,LRP018b,23.5108889,89.87827709999999
N804,LRP019,23.514444233333336,89.87418473333332
N804,LRP020,23.517999566666667,89.87009236666667
N804,LRP020a,23.5215549,89.866
N804,LRP020b,23.521749300000003,89.8659167
N804,LRP021,23.526666,89.8652222
N804,LRP021a,23.5297771,89.8660833
N804,LRP021b,23.5323883,89.8652083
N804,LRP022,23.534999499999998,89.8643333
N804,LRP022a,23.5376107,89.86345829999999
N804,LRP022b,23.5402219,89.8625833
N804,LRP023,23.5407497,89.86211109999999
N804,LRP023a,23.546083,89.85647220000001
N804,LRP023b,23.5467774,89.8553611
N804,LRP024,23.5469441,89.85511109999999
N804,LRP025,23.55425,89.8540833
N804,LRP025a,23.5553333,89.8539722
N804,LRP025b,23.5621111,89.85247220000001
N804,LRP026,23.5653056,89.8517778
N804,LRP026a,23.5677771,89.8513889
N804,LRP026b,23.5677771,89.8513889
N804,LRP027,23.5733327,89.8476663
N804,LRP027a,23.57864388,89.84359402
N804,LRP028,23.58395506,89.83952174000001
N804,LRP029,23.589266240000004,89.83544946
N804,LRP030,23.594577420000004,89.83137718000002
N804,LRP030a,23.599888600000003,89.82730490000002
N804,LRP031,23.5987774,89.824916
N804,LRP031a,23.5967497,89.82161040000001
N804,LRP031b,23.5964719,89.82127709999999
N804,LRP032,23.593897833333333,89.81727733333332
N804,LRP032a,23.59132376666667,89.81327756666666
N804,LRP033,23.5887497,89.80927779999999
N804,LRPE,23.5883052,89.8086111
N805,LRPS,23.3902219,89.9837497
N805,LRP001,23.3912219,89.977666
N805,LRP001a,23.3918052,89.9744993
N805,LRP001b,23.391833,89.97422159999999
N805,LRP002,23.393638600000003,89.9682771
N805,LRP002a,23.3941386,89.9670827
N805,LRP002b,23.3949997,89.96513890000001
N805,LRP002c,23.3964719,89.96172220000001
N805,LRP003,23.3974441,89.95947220000001
N805,LRP003a,23.3987219,89.95652779999999
N805,LRP003b,23.399444100000004,89.9548056
N805,LRP004,23.4013611,89.9502778
N805,LRP004a,23.4016667,89.9491108
N805,LRP004b,23.4019167,89.9457497
N805,LRP004c,23.402,89.94452740000001
N805,LRP004d,23.4021111,89.94227740000001
N805,LRP005,23.4021944,89.9409441
N805,LRP005a,23.4024167,89.937083
N805,LRP005b,23.4016111,89.93333299999999
N805,LRP006,23.4006111,89.93216600000001
N805,LRP006a,23.4005556,89.93205490000001
N805,LRP006b,23.4,89.9314993
N805,LRP006c,23.3962497,89.92755490000002
N805,LRP007,23.3939719,89.92522159999999
N805,LRP007a,23.3938052,89.9250271
N805,LRP007b,23.3933886,89.9246104
N805,LRP007c,23.3918052,89.9229438
N805,LRP007d,23.388388600000003,89.919416
N805,LRP008,23.387333,89.9182771
N805,LRP008a,23.3852219,89.9163056
N805,LRP008b,23.3832771,89.91375
N805,LRP008c,23.3829438,89.9131944
N805,LRP009,23.3812493,89.91075
N805,LRP009a,23.3798882,89.90863890000001
N805,LRP009b,23.3783327,89.9063333
N805,LRP009c,23.3765271,89.9048056
N805,LRP010,23.3756938,89.904
N805,LRP010a,23.373045633333334,89.90211099999999
N805,LRP010b,23.37039746666667,89.900222
N805,LRP011,23.367749300000003,89.898333
N805,LRP011a,23.363055600000003,89.8949719
N805,LRP012,23.3603889,89.8929997
N805,LRP012a,23.3596111,89.8924719
N805,LRP012b,23.3584444,89.8916108
N805,LRP012c,23.3581389,89.8913886
N805,LRP012d,23.3564722,89.8901386
N805,LRP012e,23.3562222,89.8899441
N805,LRP012f,23.35325,89.8883052
N805,LRP013,23.3526389,89.8881108
N805,LRP013a,23.3518889,89.8879163
N805,LRP013b,23.3478052,89.8869997
N805,LRP013c,23.3474163,89.8869441
N805,LRP013d,23.345319075,89.885575975
N805,LRP014,23.34322185,89.88420785
N805,LRP014a,23.341124625,89.88283972499998
N805,LRP014b,23.3390274,89.88147159999998
N805,LRP015,23.3376386,89.87944379999999
N805,LRP015a,23.335119966666664,89.87756416666666
N805,LRP015b,23.332601333333333,89.87568453333334
N805,LRP016,23.3300827,89.87380490000001
N805,LRP016a,23.327471600000003,89.8718882
N805,LRP016b,23.3241104,89.868416
N805,LRP016c,23.3233882,89.86752709999999
N805,LRP016d,23.3232771,89.8673882
N805,LRP016e,23.3232771,89.8673882
N805,LRP016e,23.3232771,89.8673882
N805,LRP017,23.3231382,89.8672493
N805,LRP017a,23.3224993,89.8665278
N805,LRP017b,23.3176382,89.86486109999998
N805,LRP018,23.3151111,89.8644167
N805,LRP018a,23.3119444,89.86238890000001
N805,LRP018b,23.3106389,89.8604444
N805,LRP019,23.309351866666667,89.8563795
N805,LRP019a,23.308064833333336,89.8523146
N805,LRP020,23.306777800000003,89.8482497
N805,LRP020a,23.3066667,89.8480274
N805,LRP020b,23.305157433333335,89.84366630000001
N805,LRP021,23.303648166666665,89.8393052
N805,LRP021a,23.3021389,89.8349441
N805,LRP021b,23.2989163,89.83116600000001
N805,LRP022,23.298833,89.8308327
N805,LRP022a,23.298083,89.82758270000001
N805,LRP023,23.2965552,89.8214438
N805,LRP023a,23.2963052,89.8208604
N805,LRP023b,23.2943886,89.81830490000002
N805,LRP023c,23.2929997,89.81702709999999
N805,LRP024,23.290333,89.8145
N805,LRP024a,23.2889441,89.81313890000001
N805,LRP024b,23.2874719,89.8108056
N805,LRP024c,23.2870274,89.80986109999999
N805,LRP024d,23.2865552,89.8089167
N805,LRP025,23.2853608,89.8065
N805,LRP025a,23.2844441,89.8047222
N805,LRP025b,23.2818882,89.7993886
N805,LRP026,23.2811104,89.7977497
N805,LRP026a,23.2787216,89.7926941
N805,LRP026b,23.277721600000003,89.7905552
N805,LRP027,23.276203066666667,89.78731436666666
N805,LRP027a,23.274684533333335,89.78407353333334
N805,LRP027b,23.273166,89.7808327
N805,LRP028,23.2729438,89.780416
N805,LRP028a,23.2708327,89.7759438
N805,LRP029,23.2680827,89.77236040000001
N805,LRP029a,23.2643333,89.76944379999999
N805,LRP030,23.2606389,89.7666389
N805,LRP030a,23.2587222,89.7651944
N805,LRP030b,23.2571389,89.7639444
N805,LRP030c,23.2545278,89.7619167
N805,LRP031,23.2533889,89.76105559999999
N805,LRP031a,23.2495274,89.7580833
N805,LRP032,23.2460274,89.75536109999999
N805,LRP032a,23.2444719,89.75413890000002
N805,LRP032b,23.2409997,89.7512778
N805,LRP033,23.2391108,89.7490552
N805,LRP033a,23.2383608,89.74819409999999
N805,LRP033b,23.2347497,89.7439997
N805,LRP034,23.2329438,89.7419163
N805,LRP034a,23.2300271,89.7384441
N805,LRP034b,23.2284438,89.7367219
N805,LRP035,23.2268327,89.734833
N805,LRP035a,23.2248327,89.7324993
N805,LRP035b,23.2223882,89.7273327
N805,LRP036,23.2210271,89.724846575
N805,LRP036a,23.219666,89.72236045
N805,LRP037,23.2183049,89.719874325
N805,LRP037a,23.2169438,89.7173882
N805,LRP037b,23.214769285714286,89.7187136
N805,LRP037c,23.21259477142857,89.720039
N805,LRP038,23.210420257142857,89.7213644
N805,LRP038a,23.20824574285714,89.72268980000001
N805,LRP039,23.206071228571428,89.72401520000001
N805,LRP040,23.20389671428571,89.72534060000001
N805,LRP040a,23.2017222,89.72666600000001
N805,LRP040b,23.199122307407407,89.7300013925926
N805,LRP040c,23.196522414814815,89.7333367851852
N805,LRP041,23.193922522222223,89.73667217777779
N805,LRP042,23.190289844444443,89.74153945555557
N805,LRP043,23.186657166666667,89.74640673333334
N805,LRP044,23.18302448888889,89.75127401111112
N805,LRP045,23.17939181111111,89.7561412888889
N805,LRP045a,23.175759133333333,89.76100856666667
N805,LRP046,23.172126455555556,89.76587584444445
N805,LRP047,23.168493777777776,89.77074312222223
N805,LRP047a,23.1648611,89.7756104
N805,LRP048,23.1624722,89.7748049
N805,LRP048a,23.1624167,89.7747771
N805,LRP048b,23.1588611,89.7735827
N805,LRP048c,23.1571111,89.77291600000001
N805,LRP048d,23.1568889,89.77283270000001
N805,LRP049,23.1540278,89.77122159999999
N805,LRP049a,23.1520556,89.76997159999999
N805,LRP049b,23.1519722,89.7699993
N805,LRP049c,23.1508333,89.7692493
N805,LRP049d,23.147833,89.767416
N805,LRP050,23.1464719,89.76652779999999
N805,LRP050a,23.144583,89.76563890000001
N805,LRP050b,23.1414719,89.7649444
N805,LRP051,23.1374719,89.76405559999999
N805,LRP051a,23.134453266666668,89.76343519999999
N805,LRP051b,23.131434633333335,89.7628148
N805,LRP052,23.128416,89.7621944
N805,LRP052a,23.1253882,89.7615833
N805,LRP053,23.1198049,89.76041670000001
N805,LRP053a,23.116406966666666,89.75972223333333
N805,LRP054,23.11300903333333,89.75902776666668
N805,LRP054a,23.1096111,89.7583333
N805,LRP054b,23.1047778,89.7588056
N805,LRP055,23.1018889,89.75927779999999
N805,LRP055a,23.097083,89.7618889
N805,LRP056,23.0943608,89.76425
N805,LRP056a,23.0931108,89.76525
N805,LRP056b,23.089249566666666,89.76525926666666
N805,LRP057,23.085388333333334,89.76526853333333
N805,LRP057a,23.0815271,89.76527779999999
N805,LRP058,23.0769716,89.76522220000001
N805,LRP058a,23.0749716,89.7650556
N805,LRP058b,23.0700827,89.76602779999999
N805,LRP059,23.0680271,89.7665
N805,LRP059a,23.064129166666664,89.76783309999999
N805,LRP060,23.060231233333333,89.7691662
N805,LRP060a,23.0563333,89.7704993
N805,LRP060b,23.0533889,89.77455490000001
N805,LRP061,23.051122160000002,89.77789386
N805,LRP061a,23.048855420000002,89.78123282
N805,LRP062,23.04658868,89.78457178000001
N805,LRP062a,23.04432194,89.78791074
N805,LRP063,23.0420552,89.7912497
N805,LRP063a,23.0398608,89.7944719
N805,LRP064,23.0373608,89.798833
N805,LRP064a,23.036407099999998,89.8020368
N805,LRP064b,23.0354534,89.8052406
N805,LRP065,23.0344997,89.8084444
N805,LRP065a,23.0341386,89.8107778
N805,LRP065b,23.0316382,89.81625
N805,LRP065c,23.0304716,89.81741600000001
N805,LRP066,23.0301382,89.8177493
N805,LRP066a,23.0272771,89.8231104
N805,LRP067,23.0274438,89.82538819999999
N805,LRP067a,23.0278882,89.8286938
N805,LRP068,23.0265549,89.8343886
N805,LRP068a,23.024406733333333,89.83671266666667
N805,LRP068b,23.022258566666668,89.83903673333333
N805,LRP069,23.0201104,89.8413608
N805,LRP069a,23.0180827,89.84249969999999
N805,LRP069b,23.0138611,89.8441108
N805,LRP069c,23.0129167,89.8439719
N805,LRP070,23.0082962,89.8416108
N805,LRP071,23.003675700000002,89.8392497
N805,LRP071a,22.9990552,89.8368886
N805,LRP071b,22.998888600000004,89.8368052
N805,LRP072,22.995842300000003,89.83433286666667
N805,LRP072a,22.992796000000002,89.83186053333333
N805,LRP072b,22.9897497,89.8293882
N805,LRP072c,22.9895274,89.8291382
N805,LRP072d,22.9893052,89.82897159999999
N805,LRP072e,22.9894163,89.82905490000002
N805,LRP073,22.9889441,89.82855490000001
N805,LRP073a,22.984992186666666,89.82733452666668
N805,LRP074,22.981040273333335,89.82611415333335
N805,LRP074a,22.97708836,89.82489378000001
N805,LRP074b,22.97351072,89.82437156
N805,LRP075,22.96993308,89.82384934000001
N805,LRP075a,22.96635544,89.82332712
N805,LRP076,22.9627778,89.82280490000001
N805,LRP076a,22.9578611,89.8226382
N805,LRP077,22.9537778,89.82222159999999
N805,LRP077a,22.95225,89.8221382
N805,LRP077b,22.948923524999998,89.819200875
N805,LRP078,22.94559705,89.81626355
N805,LRP079,22.942270575000002,89.813326225
N805,LRP079a,22.9389441,89.8103889
N805,LRP079b,22.933221600000003,89.8090556
N805,LRP080a,22.9305271,89.8083333
N805,LRP080b,22.9305271,89.8083333
N805,LRP080b,22.9305271,89.8083333
N805,LRP080c,22.9262771,89.80666670000001
N805,LRP081,22.9228882,89.8039722
N805,LRP081a,22.918221600000003,89.8043611
N805,LRP081b,22.9158056,89.8035833
N805,LRP082,22.91425,89.80297220000001
N805,LRP082a,22.9141111,89.8029167
N805,LRP082b,22.9124167,89.8015556
N805,LRP082c,22.9095,89.7974163
N805,LRP083,22.9073148,89.7936478
N805,LRP084,22.9051296,89.7898793
N805,LRP084a,22.9029444,89.7861108
N805,LRP084b,22.9015556,89.7845552
N805,LRP085,22.898536966666665,89.78179583333333
N805,LRP085a,22.89551833333333,89.77903646666667
N805,LRP085b,22.8924997,89.7762771
N805,LRP086,22.888545866666664,89.7735086
N805,LRP087,22.884592033333334,89.7707401
N805,LRP087a,22.8806382,89.7679716
N805,LRP087b,22.8805271,89.7678604
N805,LRP088,22.87820765,89.76633975
N805,LRP088a,22.8758882,89.7648191
N805,LRP088b,22.873568749999997,89.76329845
N805,LRP088c,22.8712493,89.76177779999999
N805,LRP088d,22.8712493,89.76175
N805,LRP089,22.866388433333334,89.7596389
N805,LRP090,22.861527566666666,89.7575278
N805,LRP090a,22.8566667,89.7554167
N805,LRP090b,22.854222133333334,89.75506483333334
N805,LRP091,22.85177756666667,89.75471296666666
N805,LRP091a,22.849333,89.7543611
N805,LRP091b,22.844888475,89.7539236
N805,LRP092,22.84044395,89.7534861
N805,LRP093,22.835999425,89.7530486
N805,LRP093a,22.8315549,89.7526111
N805,LRP093b,22.829295633333334,89.75089803333333
N805,LRP093c,22.827036366666665,89.74918496666668
N805,LRP093d,22.8247771,89.74747190000001
N805,LRP094,22.824499300000003,89.7474163
N805,LRP094a,22.8207216,89.74463859999999
N805,LRP094b,22.8206938,89.7446108
N805,LRP094c,22.8205827,89.74452740000001
N805,LRP094d,22.8204716,89.7444163
N805,LRP095,22.8168882,89.74202740000001
N805,LRP095a,22.8159167,89.74127740000002
